Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;;
2000-03-13; ; ; ;4,78176;0;0;
2000-03-14; ; ; ;4,78176;0;0;
2000-03-15; ; ; ;4,78176;0;0;
2000-03-16; ; ; ;4,78176;0;0;
2000-03-17; ; ; ;4,78176;0;0;
2000-03-20; ; ; ;4,78176;0;0;
2000-03-21; ; ; ;4,78176;0;0;
2000-03-22; ; ; ;4,78176;0;0;
2000-03-23; ; ; ;4,78176;0;0;
2000-03-24; ; ; ;4,78176;0;0;
2000-03-27; ; ; ;4,78176;0;0;
2000-03-28; ; ; ;4,78176;0;0;
2000-03-29; ; ; ;4,78176;0;0;
2000-03-30; ; ; ;4,78176;0;0;
2000-03-31; ; ; ;4,78176;0;0;
2000-04-03; ; ; ;4,78176;0;0;
2000-04-04; ; ; ;4,78176;0;0;
2000-04-05; ; ; ;4,78176;0;0;
2000-04-06; ; ; ;4,78176;0;0;
2000-04-07; ; ; ;4,78176;0;0;
2000-04-10; ; ; ;4,78176;0;0;
2000-04-11; ; ; ;4,78176;0;0;
2000-04-12; ; ; ;4,78176;0;0;
2000-04-13; ; ; ;4,78176;0;0;
2000-04-14; ; ; ;4,78176;0;0;
2000-04-17; ; ; ;4,78176;0;0;
2000-04-18; ; ; ;4,78176;0;0;
2000-04-19; ; ; ;4,78176;0;0;
2000-04-20; ; ; ;4,78176;0;0;
2000-04-21; ; ; ;4,78176;0;0;
2000-04-24; ; ; ;4,78176;0;0;
2000-04-25; ; ; ;4,78176;0;0;
2000-04-26; ; ; ;4,78176;0;0;
2000-04-27; ; ; ;4,78176;0;0;
2000-04-28; ; ; ;4,78176;0;0;
2000-05-01; ; ; ;4,78176;0;0;
2000-05-02; ; ; ;4,78176;0;0;
2000-05-03; ; ; ;4,78176;0;0;
2000-05-04; ; ; ;4,78176;0;0;
2000-05-05; ; ; ;4,78176;0;0;
2000-05-08; ; ; ;4,78176;0;0;
2000-05-09; ; ; ;4,78176;0;0;
2000-05-10; ; ; ;4,78176;0;0;
2000-05-11; ; ; ;4,78176;0;0;
2000-05-12; ; ; ;4,78176;0;0;
2000-05-15; ; ; ;4,78176;0;0;
2000-05-16; ; ; ;4,78176;0;0;
2000-05-17; ; ; ;4,78176;0;0;
2000-05-18; ; ; ;4,78176;0;0;
2000-05-19; ; ; ;4,78176;0;0;
2000-05-22; ; ; ;4,78176;0;0;
2000-05-23; ; ; ;4,78176;0;0;
2000-05-24; ; ; ;4,78176;0;0;
2000-05-25; ; ; ;4,78176;0;0;
2000-05-26; ; ; ;4,78176;0;0;
2000-05-29; ; ; ;4,78176;0;0;
2000-05-30; ; ; ;4,78176;0;0;
2000-05-31; ; ; ;4,78176;0;0;
2000-06-01; ; ; ;4,78176;0;0;
2000-06-02; ; ; ;4,78176;0;0;
2000-06-05; ; ; ;4,78176;0;0;
2000-06-06; ; ; ;4,78176;0;0;
2000-06-07; ; ; ;4,78176;0;0;
2000-06-08; ; ; ;4,78176;0;0;
2000-06-09; ; ; ;4,78176;0;0;
2000-06-12; ; ; ;4,78176;0;0;
2000-06-13; ; ; ;4,78176;0;0;
2000-06-14; ; ; ;4,78176;0;0;
2000-06-15; ; ; ;4,78176;0;0;
2000-06-16; ; ; ;4,78176;0;0;
2000-06-19; ; ; ;4,78176;0;0;
2000-06-20; ; ; ;4,78176;0;0;
2000-06-21; ; ; ;4,78176;0;0;
2000-06-22; ; ; ;4,78176;0;0;
2000-06-23; ; ; ;4,78176;0;0;
2000-06-26; ; ; ;4,78176;0;0;
2000-06-27; ; ; ;4,78176;0;0;
2000-06-28; ; ; ;4,78176;0;0;
2000-06-29; ; ; ;4,78176;0;0;
2000-06-30; ; ; ;4,78176;0;0;
2000-07-03; ; ; ;4,78176;0;0;
2000-07-04; ; ; ;4,78176;0;0;
2000-07-05; ; ; ;4,78176;0;0;
2000-07-06; ; ; ;4,78176;0;0;
2000-07-07; ; ; ;4,78176;0;0;
2000-07-10; ; ; ;4,78176;0;0;
2000-07-11; ; ; ;4,78176;0;0;
2000-07-12; ; ; ;4,78176;0;0;
2000-07-13; ; ; ;4,78176;0;0;
2000-07-14; ; ; ;4,78176;0;0;
2000-07-17; ; ; ;4,78176;0;0;
2000-07-18; ; ; ;4,78176;0;0;
2000-07-19; ; ; ;4,78176;0;0;
2000-07-20; ; ; ;4,78176;0;0;
2000-07-21; ; ; ;4,78176;0;0;
2000-07-24; ; ; ;4,78176;0;0;
2000-07-25; ; ; ;4,78176;0;0;
2000-07-26; ; ; ;4,78176;0;0;
2000-07-27; ; ; ;4,78176;0;0;
2000-07-28; ; ; ;4,78176;0;0;
2000-07-31; ; ; ;4,78176;0;0;
2000-08-01; ; ; ;4,78176;0;0;
2000-08-02; ; ; ;4,78176;0;0;
2000-08-03; ; ; ;4,78176;0;0;
2000-08-04; ; ; ;4,78176;0;0;
2000-08-07; ; ; ;4,78176;0;0;
2000-08-08; ; ; ;4,78176;0;0;
2000-08-09; ; ; ;4,78176;0;0;
2000-08-10; ; ; ;4,78176;0;0;
2000-08-11; ; ; ;4,78176;0;0;
2000-08-14; ; ; ;4,78176;0;0;
2000-08-15; ; ; ;4,78176;0;0;
2000-08-16; ; ; ;4,78176;0;0;
2000-08-17; ; ; ;4,78176;0;0;
2000-08-18; ; ; ;4,78176;0;0;
2000-08-21; ; ; ;4,78176;0;0;
2000-08-22; ; ; ;4,78176;0;0;
2000-08-23; ; ; ;4,78176;0;0;
2000-08-24; ; ; ;4,78176;0;0;
2000-08-25; ; ; ;4,78176;0;0;
2000-08-28; ; ; ;4,78176;0;0;
2000-08-29; ; ; ;4,78176;0;0;
2000-08-30; ; ; ;4,78176;0;0;
2000-08-31; ; ; ;4,78176;0;0;
2000-09-01; ; ; ;7,00546;0;0;
2000-09-04; ; ; ;6,26246;0;0;
2000-09-05; ; ; ;6,63396;0;0;
2000-09-06; ; ; ;6,79318;0;0;
2000-09-07; ; ; ;6,63396;0;0;
2000-09-08; ; ; ;6,63396;0;0;
2000-09-11; ; ; ;6,63396;0;0;
2000-09-12; ; ; ;7,00546;0;0;
2000-09-13; ; ; ;6,63396;0;0;
2000-09-14; ; ; ;6,63396;0;0;
2000-09-15; ; ; ;6,63396;0;0;
2000-09-18; ; ; ;6,63396;0;0;
2000-09-19; ; ; ;6,63396;0;0;
2000-09-20; ; ; ;6,63396;0;0;
2000-09-21; ; ; ;6,63396;0;0;
2000-09-22; ; ; ;6,34207;0;0;
2000-09-25; ; ; ;6,34207;0;0;
2000-09-26; ; ; ;6,34207;0;0;
2000-09-27; ; ; ;6,34207;0;0;
2000-09-28; ; ; ;6,34207;0;0;
2000-09-29; ; ; ;6,34207;0;0;
2000-10-02; ; ; ;6,34207;0;0;
2000-10-03; ; ; ;6,34207;0;0;
2000-10-04; ; ; ;6,34207;0;0;
2000-10-05; ; ; ;5,83789;0;0;
2000-10-06; ; ; ;5,83789;0;0;
2000-10-09; ; ; ;5,83789;0;0;
2000-10-10; ; ; ;5,83789;0;0;
2000-10-11; ; ; ;5,83789;0;0;
2000-10-12; ; ; ;5,83789;0;0;
2000-10-13; ; ; ;5,83789;0;0;
2000-10-16; ; ; ;5,83789;0;0;
2000-10-17; ; ; ;5,83789;0;0;
2000-10-18; ; ; ;5,83789;0;0;
2000-10-19; ; ; ;5,83789;0;0;
2000-10-20; ; ; ;5,83789;0;0;
2000-10-23; ; ; ;5,57253;0;0;
2000-10-24; ; ; ;5,30717;0;0;
2000-10-25; ; ; ;5,04181;0;0;
2000-10-26; ; ; ;4,77645;0;0;
2000-10-27; ; ; ;4,77645;0;0;
2000-10-30; ; ; ;4,77645;0;0;
2000-10-31; ; ; ;5,30717;0;0;
2000-11-01; ; ; ;5,30717;0;0;
2000-11-02; ; ; ;5,30717;0;0;
2000-11-03; ; ; ;5,30717;0;0;
2000-11-06; ; ; ;5,30717;0;0;
2000-11-07; ; ; ;4,77645;0;0;
2000-11-08; ; ; ;4,77645;0;0;
2000-11-09; ; ; ;4,98874;0;0;
2000-11-10; ; ; ;5,14796;0;0;
2000-11-13; ; ; ;4,77645;0;0;
2000-11-14; ; ; ;4,82953;0;0;
2000-11-15; ; ; ;4,82953;0;0;
2000-11-16; ; ; ;4,82953;0;0;
2000-11-17; ; ; ;4,82953;0;0;
2000-11-20; ; ; ;4,82953;0;0;
2000-11-21; ; ; ;4,82953;0;0;
2000-11-22; ; ; ;4,82953;0;0;
2000-11-23; ; ; ;4,77645;0;0;
2000-11-24; ; ; ;4,77645;0;0;
2000-11-27; ; ; ;4,77645;0;0;
2000-11-28; ; ; ;4,77645;0;0;
2000-11-29; ; ; ;4,77645;0;0;
2000-11-30; ; ; ;4,77645;0;0;
2000-12-01; ; ; ;4,77645;0;0;
2000-12-04; ; ; ;4,77645;0;0;
2000-12-05; ; ; ;4,77645;0;0;
2000-12-06; ; ; ;4,78176;0;0;
2000-12-07; ; ; ;4,77645;0;0;
2000-12-08; ; ; ;4,77645;0;0;
2000-12-11; ; ; ;4,77645;0;0;
2000-12-12; ; ; ;4,77645;0;0;
2000-12-13; ; ; ;4,77645;0;0;
2000-12-14; ; ; ;4,72338;0;0;
2000-12-15; ; ; ;4,77645;0;0;
2000-12-18; ; ; ;4,77645;0;0;
2000-12-19; ; ; ;4,77645;0;0;
2000-12-20; ; ; ;4,77645;0;0;
2000-12-21; ; ; ;4,72338;0;0;
2000-12-22; ; ; ;4,72338;0;0;
2000-12-25; ; ; ;4,72338;0;0;
2000-12-26; ; ; ;4,72338;0;0;
2000-12-27; ; ; ;4,72338;0;0;
2000-12-28; ; ; ;4,72338;0;0;
2000-12-29; ; ; ;4,72338;0;0;
2001-01-01; ; ; ;4,72338;0;0;
2001-01-02; ; ; ;4,72338;0;0;
2001-01-03; ; ; ;4,72338;0;0;
2001-01-04; ; ; ;4,72338;0;0;
2001-01-05; ; ; ;4,72338;0;0;
2001-01-08; ; ; ;4,72338;0;0;
2001-01-09; ; ; ;4,72338;0;0;
2001-01-10; ; ; ;4,72338;0;0;
2001-01-11; ; ; ;4,72338;0;0;
2001-01-12; ; ; ;4,72338;0;0;
2001-01-15; ; ; ;4,72338;0;0;
2001-01-16; ; ; ;4,72338;0;0;
2001-01-17; ; ; ;4,72338;0;0;
2001-01-18; ; ; ;4,72338;0;0;
2001-01-19; ; ; ;4,72338;0;0;
2001-01-22; ; ; ;4,72338;0;0;
2001-01-23; ; ; ;4,72338;0;0;
2001-01-24; ; ; ;4,72338;0;0;
2001-01-25; ; ; ;4,72338;0;0;
2001-01-26; ; ; ;4,72338;0;0;
2001-01-29; ; ; ;4,72338;0;0;
2001-01-30; ; ; ;4,72338;0;0;
2001-01-31; ; ; ;4,72338;0;0;
2001-02-01; ; ; ;4,72338;0;0;
2001-02-02; ; ; ;4,72338;0;0;
2001-02-05; ; ; ;4,72338;0;0;
2001-02-06; ; ; ;4,72338;0;0;
2001-02-07; ; ; ;4,72338;0;0;
2001-02-08; ; ; ;4,72338;0;0;
2001-02-09; ; ; ;4,72338;0;0;
2001-02-12; ; ; ;4,72338;0;0;
2001-02-13; ; ; ;4,72338;0;0;
2001-02-14; ; ; ;4,72338;0;0;
2001-02-15; ; ; ;4,72338;0;0;
2001-02-16; ; ; ;4,72338;0;0;
2001-02-19; ; ; ;4,72338;0;0;
2001-02-20; ; ; ;4,72338;0;0;
2001-02-21; ; ; ;4,72338;0;0;
2001-02-22; ; ; ;4,72338;0;0;
2001-02-23; ; ; ;4,72338;0;0;
2001-02-26; ; ; ;4,72338;0;0;
2001-02-27; ; ; ;4,72338;0;0;
2001-02-28; ; ; ;4,72338;0;0;
2001-03-01; ; ; ;4,72338;0;0;
2001-03-02; ; ; ;4,72338;0;0;
2001-03-05; ; ; ;4,72338;0;0;
2001-03-06; ; ; ;4,72338;0;0;
2001-03-07; ; ; ;4,72338;0;0;
2001-03-08; ; ; ;4,72338;0;0;
2001-03-09; ; ; ;4,72338;0;0;
2001-03-12; ; ; ;4,72338;0;0;
2001-03-13; ; ; ;4,72338;0;0;
2001-03-14; ; ; ;4,72338;0;0;
2001-03-15; ; ; ;4,72338;0;0;
2001-03-16; ; ; ;4,72338;0;0;
2001-03-19; ; ; ;4,72338;0;0;
2001-03-20; ; ; ;4,72338;0;0;
2001-03-21; ; ; ;4,72338;0;0;
2001-03-22; ; ; ;4,72338;0;0;
2001-03-23; ; ; ;4,72338;0;0;
2001-03-26; ; ; ;4,72338;0;0;
2001-03-27; ; ; ;4,72338;0;0;
2001-03-28; ; ; ;4,72338;0;0;
2001-03-29; ; ; ;4,72338;0;0;
2001-03-30; ; ; ;4,72338;0;0;
2001-04-02; ; ; ;4,72338;0;0;
2001-04-03; ; ; ;4,72338;0;0;
2001-04-04; ; ; ;4,72338;0;0;
2001-04-05; ; ; ;4,72338;0;0;
2001-04-06; ; ; ;4,72338;0;0;
2001-04-09; ; ; ;4,72338;0;0;
2001-04-10; ; ; ;4,72338;0;0;
2001-04-11; ; ; ;4,72338;0;0;
2001-04-12; ; ; ;4,72338;0;0;
2001-04-13; ; ; ;4,72338;0;0;
2001-04-16; ; ; ;4,72338;0;0;
2001-04-17; ; ; ;4,72338;0;0;
2001-04-18; ; ; ;4,72338;0;0;
2001-04-19; ; ; ;4,72338;0;0;
2001-04-20; ; ; ;4,72338;0;0;
2001-04-23; ; ; ;4,72338;0;0;
2001-04-24; ; ; ;4,72338;0;0;
2001-04-25; ; ; ;4,72338;0;0;
2001-04-26; ; ; ;4,72338;0;0;
2001-04-27; ; ; ;4,72338;0;0;
2001-04-30; ; ; ;4,72338;0;0;
2001-05-01; ; ; ;4,72338;0;0;
2001-05-02; ; ; ;4,72338;0;0;
2001-05-03; ; ; ;4,72338;0;0;
2001-05-04; ; ; ;4,72338;0;0;
2001-05-07; ; ; ;4,72338;0;0;
2001-05-08; ; ; ;4,72338;0;0;
2001-05-09; ; ; ;4,72338;0;0;
2001-05-10; ; ; ;4,72338;0;0;
2001-05-11; ; ; ;4,72338;0;0;
2001-05-14; ; ; ;4,72338;0;0;
2001-05-15; ; ; ;4,72338;0;0;
2001-05-16; ; ; ;4,72338;0;0;
2001-05-17; ; ; ;4,72338;0;0;
2001-05-18; ; ; ;4,72338;0;0;
2001-05-21; ; ; ;4,72338;0;0;
2001-05-22; ; ; ;4,72338;0;0;
2001-05-23; ; ; ;4,72338;0;0;
2001-05-24; ; ; ;4,72338;0;0;
2001-05-25; ; ; ;4,72338;0;0;
2001-05-28; ; ; ;4,72338;0;0;
2001-05-29; ; ; ;4,72338;0;0;
2001-05-30; ; ; ;4,72338;0;0;
2001-05-31; ; ; ;4,72338;0;0;
2001-06-01; ; ; ;4,72338;0;0;
2001-06-04; ; ; ;4,72338;0;0;
2001-06-05; ; ; ;4,72338;0;0;
2001-06-06; ; ; ;4,72338;0;0;
2001-06-07; ; ; ;4,72338;0;0;
2001-06-08; ; ; ;4,72338;0;0;
2001-06-11; ; ; ;4,72338;0;0;
2001-06-12; ; ; ;4,72338;0;0;
2001-06-13; ; ; ;4,72338;0;0;
2001-06-14; ; ; ;4,72338;0;0;
2001-06-15; ; ; ;4,72338;0;0;
2001-06-18; ; ; ;4,72338;0;0;
2001-06-19; ; ; ;4,72338;0;0;
2001-06-20; ; ; ;4,72338;0;0;
2001-06-21; ; ; ;4,72338;0;0;
2001-06-22; ; ; ;4,72338;0;0;
2001-06-25; ; ; ;4,72338;0;0;
2001-06-26; ; ; ;4,72338;0;0;
2001-06-27; ; ; ;4,72338;0;0;
2001-06-28; ; ; ;4,72338;0;0;
2001-06-29; ; ; ;4,72338;0;0;
2001-07-02; ; ; ;4,72338;0;0;
2001-07-03; ; ; ;4,72338;0;0;
2001-07-04; ; ; ;4,72338;0;0;
2001-07-05; ; ; ;4,72338;0;0;
2001-07-06; ; ; ;4,72338;0;0;
2001-07-09; ; ; ;4,72338;0;0;
2001-07-10; ; ; ;4,72338;0;0;
2001-07-11; ; ; ;4,72338;0;0;
2001-07-12; ; ; ;4,72338;0;0;
2001-07-13; ; ; ;4,72338;0;0;
2001-07-16; ; ; ;4,72338;0;0;
2001-07-17; ; ; ;4,72338;0;0;
2001-07-18; ; ; ;4,72338;0;0;
2001-07-19; ; ; ;4,72338;0;0;
2001-07-20; ; ; ;4,72338;0;0;
2001-07-23; ; ; ;4,72338;0;0;
2001-07-24; ; ; ;4,72338;0;0;
2001-07-25; ; ; ;4,72338;0;0;
2001-07-26; ; ; ;4,72338;0;0;
2001-07-27; ; ; ;4,72338;0;0;
2001-07-30; ; ; ;4,72338;0;0;
2001-07-31; ; ; ;4,72338;0;0;
2001-08-01; ; ; ;4,72338;0;0;
2001-08-02; ; ; ;4,72338;0;0;
2001-08-03; ; ; ;4,72338;0;0;
2001-08-06; ; ; ;4,72338;0;0;
2001-08-07; ; ; ;4,72338;0;0;
2001-08-08; ; ; ;4,72338;0;0;
2001-08-09; ; ; ;4,72338;0;0;
2001-08-10; ; ; ;4,72338;0;0;
2001-08-13; ; ; ;4,72338;0;0;
2001-08-14; ; ; ;4,72338;0;0;
2001-08-15; ; ; ;4,72338;0;0;
2001-08-16; ; ; ;4,72338;0;0;
2001-08-17; ; ; ;4,72338;0;0;
2001-08-20; ; ; ;4,72338;0;0;
2001-08-21; ; ; ;4,72338;0;0;
2001-08-22; ; ; ;4,72338;0;0;
2001-08-23; ; ; ;4,72338;0;0;
2001-08-24; ; ; ;4,72338;0;0;
2001-08-27; ; ; ;4,72338;0;0;
2001-08-28; ; ; ;4,72338;0;0;
2001-08-29; ; ; ;4,72338;0;0;
2001-08-30; ; ; ;4,72338;0;0;
2001-08-31; ; ; ;4,72338;0;0;
2001-09-03; ; ; ;4,72338;0;0;
2001-09-04; ; ; ;4,72338;0;0;
2001-09-05; ; ; ;4,72338;0;0;
2001-09-06; ; ; ;4,72338;0;0;
2001-09-07; ; ; ;4,72338;0;0;
2001-09-10; ; ; ;4,72338;0;0;
2001-09-11; ; ; ;4,72338;0;0;
2001-09-12; ; ; ;4,72338;0;0;
2001-09-13; ; ; ;4,72338;0;0;
2001-09-14; ; ; ;4,72338;0;0;
2001-09-17; ; ; ;4,72338;0;0;
2001-09-18; ; ; ;4,72338;0;0;
2001-09-19; ; ; ;4,72338;0;0;
2001-09-20; ; ; ;4,72338;0;0;
2001-09-21; ; ; ;4,72338;0;0;
2001-09-24; ; ; ;4,72338;0;0;
2001-09-25; ; ; ;4,72338;0;0;
2001-09-26; ; ; ;4,72338;0;0;
2001-09-27; ; ; ;4,72338;0;0;
2001-09-28; ; ; ;4,72338;0;0;
2001-10-01; ; ; ;4,72338;0;0;
2001-10-02; ; ; ;4,72338;0;0;
2001-10-03; ; ; ;4,72338;0;0;
2001-10-04; ; ; ;4,72338;0;0;
2001-10-05; ; ; ;4,72338;0;0;
2001-10-08; ; ; ;4,72338;0;0;
2001-10-09; ; ; ;4,72338;0;0;
2001-10-10; ; ; ;4,72338;0;0;
2001-10-11; ; ; ;4,16613;0;0;
2001-10-12; ; ; ;4,16613;0;0;
2001-10-15; ; ; ;4,16613;0;0;
2001-10-16; ; ; ;4,16613;0;0;
2001-10-17; ; ; ;4,16613;0;0;
2001-10-18; ; ; ;4,16613;0;0;
2001-10-19; ; ; ;4,16613;0;0;
2001-10-22; ; ; ;4,16613;0;0;
2001-10-23; ; ; ;4,16613;0;0;
2001-10-24; ; ; ;4,16613;0;0;
2001-10-25; ; ; ;4,16613;0;0;
2001-10-26; ; ; ;4,16613;0;0;
2001-10-29; ; ; ;4,16613;0;0;
2001-10-30; ; ; ;4,16613;0;0;
2001-10-31; ; ; ;4,16613;0;0;
2001-11-01; ; ; ;4,16613;0;0;
2001-11-02; ; ; ;4,16613;0;0;
2001-11-05; ; ; ;4,16613;0;0;
2001-11-06; ; ; ;4,16613;0;0;
2001-11-07; ; ; ;4,16613;0;0;
2001-11-08; ; ; ;4,16613;0;0;
2001-11-09; ; ; ;4,16613;0;0;
2001-11-12; ; ; ;4,16613;0;0;
2001-11-13; ; ; ;4,16613;0;0;
2001-11-14; ; ; ;4,16613;0;0;
2001-11-15; ; ; ;4,16613;0;0;
2001-11-16; ; ; ;4,16613;0;0;
2001-11-19; ; ; ;4,16613;0;0;
2001-11-20; ; ; ;4,16613;0;0;
2001-11-21; ; ; ;4,16613;0;0;
2001-11-22; ; ; ;4,16613;0;0;
2001-11-23; ; ; ;4,16613;0;0;
2001-11-26; ; ; ;4,16613;0;0;
2001-11-27; ; ; ;4,16613;0;0;
2001-11-28; ; ; ;4,16613;0;0;
2001-11-29; ; ; ;4,16613;0;0;
2001-11-30; ; ; ;4,16613;0;0;
2001-12-03; ; ; ;4,16613;0;0;
2001-12-04; ; ; ;4,16613;0;0;
2001-12-05; ; ; ;4,16613;0;0;
2001-12-06; ; ; ;4,16613;0;0;
2001-12-07; ; ; ;4,16613;0;0;
2001-12-10; ; ; ;4,16613;0;0;
2001-12-11; ; ; ;4,16613;0;0;
2001-12-12; ; ; ;4,16613;0;0;
2001-12-13; ; ; ;4,16613;0;0;
2001-12-14; ; ; ;4,16613;0;0;
2001-12-17; ; ; ;4,16613;0;0;
2001-12-18; ; ; ;4,16613;0;0;
2001-12-19; ; ; ;4,16613;0;0;
2001-12-20; ; ; ;4,16613;0;0;
2001-12-21; ; ; ;4,16613;0;0;
2001-12-24; ; ; ;4,16613;0;0;
2001-12-25; ; ; ;4,16613;0;0;
2001-12-26; ; ; ;4,16613;0;0;
2001-12-27; ; ; ;4,16613;0;0;
2001-12-28; ; ; ;4,16613;0;0;
2001-12-31; ; ; ;4,16613;0;0;
2002-01-01; ; ; ;4,16613;0;0;
2002-01-02; ; ; ;4,16613;0;0;
2002-01-03; ; ; ;4,16613;0;0;
2002-01-04; ; ; ;4,16613;0;0;
2002-01-07; ; ; ;4,16613;0;0;
2002-01-08; ; ; ;4,16613;0;0;
2002-01-09; ; ; ;4,16613;0;0;
2002-01-10; ; ; ;4,16613;0;0;
2002-01-11; ; ; ;4,16613;0;0;
2002-01-14; ; ; ;4,16613;0;0;
2002-01-15; ; ; ;4,16613;0;0;
2002-01-16; ; ; ;4,16613;0;0;
2002-01-17; ; ; ;4,16613;0;0;
2002-01-18; ; ; ;4,16613;0;0;
2002-01-21; ; ; ;4,16613;0;0;
2002-01-22; ; ; ;4,16613;0;0;
2002-01-23; ; ; ;4,16613;0;0;
2002-01-24; ; ; ;4,16613;0;0;
2002-01-25; ; ; ;4,16613;0;0;
2002-01-28; ; ; ;4,16613;0;0;
2002-01-29; ; ; ;4,16613;0;0;
2002-01-30; ; ; ;4,16613;0;0;
2002-01-31; ; ; ;4,16613;0;0;
2002-02-01; ; ; ;4,16613;0;0;
2002-02-04; ; ; ;4,16613;0;0;
2002-02-05; ; ; ;4,16613;0;0;
2002-02-06; ; ; ;4,16613;0;0;
2002-02-07; ; ; ;4,16613;0;0;
2002-02-08; ; ; ;4,16613;0;0;
2002-02-11; ; ; ;4,16613;0;0;
2002-02-12; ; ; ;4,16613;0;0;
2002-02-13; ; ; ;4,16613;0;0;
2002-02-14; ; ; ;4,16613;0;0;
2002-02-15; ; ; ;4,16613;0;0;
2002-02-18; ; ; ;4,16613;0;0;
2002-02-19; ; ; ;4,16613;0;0;
2002-02-20; ; ; ;4,16613;0;0;
2002-02-21; ; ; ;4,16613;0;0;
2002-02-22; ; ; ;4,16613;0;0;
2002-02-25; ; ; ;4,16613;0;0;
2002-02-26; ; ; ;4,16613;0;0;
2002-02-27; ; ; ;4,16613;0;0;
2002-02-28; ; ; ;4,16613;0;0;
2002-03-01; ; ; ;4,16613;0;0;
2002-03-04; ; ; ;4,16613;0;0;
2002-03-05; ; ; ;4,16613;0;0;
2002-03-06; ; ; ;4,16613;0;0;
2002-03-07; ; ; ;4,16613;0;0;
2002-03-08; ; ; ;4,16613;0;0;
2002-03-11; ; ; ;4,16613;0;0;
2002-03-12; ; ; ;4,16613;0;0;
2002-03-13; ; ; ;4,16613;0;0;
2002-03-14; ; ; ;4,16613;0;0;
2002-03-15; ; ; ;4,16613;0;0;
2002-03-18; ; ; ;4,16613;0;0;
2002-03-19; ; ; ;4,16613;0;0;
2002-03-20; ; ; ;4,16613;0;0;
2002-03-21; ; ; ;4,16613;0;0;
2002-03-22; ; ; ;1,27372;0;0;
2002-03-25; ; ; ;1,27372;0;0;
2002-03-26; ; ; ;1,61869;0;0;
2002-03-27; ; ; ;1,64522;0;0;
2002-03-28; ; ; ;1,99019;0;0;
2002-03-29; ; ; ;1,99019;0;0;
2002-04-01; ; ; ;1,99019;0;0;
2002-04-02; ; ; ;1,99019;0;0;
2002-04-03; ; ; ;1,99019;0;0;
2002-04-04; ; ; ;2,17594;0;0;
2002-04-05; ; ; ;2,17594;0;0;
2002-04-08; ; ; ;2,17594;0;0;
2002-04-09; ; ; ;2,17594;0;0;
2002-04-10; ; ; ;2,17594;0;0;
2002-04-11; ; ; ;2,17594;0;0;
2002-04-12; ; ; ;2,17594;0;0;
2002-04-15; ; ; ;2,17594;0;0;
2002-04-16; ; ; ;2,17594;0;0;
2002-04-17; ; ; ;2,17594;0;0;
2002-04-18; ; ; ;2,17594;0;0;
2002-04-19; ; ; ;2,17594;0;0;
2002-04-22; ; ; ;2,17594;0;0;
2002-04-23; ; ; ;2,17594;0;0;
2002-04-24; ; ; ;2,17594;0;0;
2002-04-25; ; ; ;2,17594;0;0;
2002-04-26; ; ; ;2,17594;0;0;
